Wèi Yīng | Wèi Wúxiàn & Wēn Níng | Wēn Qiónglín
Wèi Yīng | Wèi Wúxiàn & Wēn Qíng
Xander Harris/Buffy Summers
Xander Harris/Drusilla
Achilles/Patroclus
Achilles/Patroclus/Briseis
Aiden Kane/Harvard Lee
Ajewen Cheris & Garach Jedao Shkan
Alexander Hamilton/John Laurens
Alicia Florrick/Kalinda Sharma
Amos Burton/Praxidike Meng
Angel/Faith Lehane
Angel/Lilah Morgan
Angel/Wesley Wyndam-Pryce
Aral Vorkosigan/Konstantin Bothari
Ashe Foreth rem ir Osboth/Therem Harth rem ir Estraven
Aventurine & Dr. Ratio (Honkai: Star Rail)
Aventurine/Dr. Ratio (Honkai: Star Rail)
Catlin AC-7892 II/Florian AF-9979 II
Cho Chikun
Charles Gunn/Buffy Summers
Cindi Mayweather/Anthony Greendown
Damen/Laurent (Captive Prince)
Dot/Line
Dream of the Endless | Morpheus
"Eric ""Bitty"" Bittle/Jack Zimmermann"
Ettin Gwarha/Sanders Nicholas
Fall-from-Grace/The Nameless One
Garach Jedao Shkan/Lirov Yeren/Vestenya Ruo
Gideon Nav/Harrowhark Nonagesimus
Gideon Nav/Harrowhark Nonagesimus/Ianthe Tridentarius
Ishtar/Ereshkigal
Itempas/Nahadoth/Yeine Darr Arameri
Jesus Christ/Mary Magdalene
Jiāng Chéng | Jiāng Wǎnyín & Jiāng Yànlí & Wèi Yīng | Wèi Wúxiàn
Jiāng Chéng | Jiāng Wǎnyín & Wèi Yīng | Wèi Wúxiàn
Jiāng Chéng | Jiāng Wǎnyín/Wēn Qíng
Jiāng Yànlí/Jīn Zǐxuān
Katherine Pierce/Stefan Salvatore/Damon Salvatore
Lan Huan | Lan Xichen/Lan Zhan | Lan Wangji
Lán Huàn | Lán Xīchén & Wèi Yīng | Wèi Wúxiàn
Lestat de Lioncourt/Louis de Pointe du Lac
Lilah Morgan/Wesley Wyndam-Pryce
Liu Qingge/Shen Jiu | Original Shen Qingqiu
Luo Binghe/Shen Jiu | Original Shen Qingqiu
Luò Bīnghé/Shěn Yuán | Shěn Qīngqiū
Mahit Dzmare/Nineteen Adze
Maigrey Morianna/Derek Sagan
Meng Yao | Jin Guangyao &amp; Xue Yang | Xue Chengmei
Miryem Mandelstam/Irina
Niè Huáisāng & Wèi Yīng | Wèi Wúxiàn
Nie Mingjue/Wen Ning | Wen Qionglin
Original Liu Qingge/Shen Jiu | Original Shen Qingqiu
Original Luo Binghe/Shen Jiu | Original Shen Qingqiu
Original Luo Binghe/Shen Yuan | Shen Qingqiu
Oz Osbourne/Willow Rosenberg
Regulus Black & Sirius Black
Regulus Black/James Potter
Riza Hawkeye/Roy Mustang
Shen Jiu | Original Shen Qingqiu/Wei Qingwei
Shen Jiu | Original Shen Qingqiu/Yue Qingyuan
shen jiu/happiness
Shuos Jedao/Original Female Character
Shuos Jedao/Shuos Khiaz/Original Female Character
Shuos Jedao/Shuos Mikodez
Simon Illyan/Aral Vorkosigan
Sirius Black & James Potter
Song Lan | Song Zichen/Xiao Xingchen/Xue Yang | Xue Chengmei
Spike/Buffy Summers
Sterling Archer/Cyril Figgis/Lana Kane
A-Qing &amp; Xiao Xingchen
